plasmid,start,end,direction,gene_name,type,product
DH5a_AziR_reorientated_DnaA,1269125,1270187,=>,Putative permease PerM,CDS,Putative permease PerM (= YfgO)
DH5a_AziR_reorientated_DnaA,1270224,1271073,<=,Formate efflux transporter FocA,CDS,Formate efflux transporter FocA
DH5a_AziR_reorientated_DnaA,1271094,1273107,<=,Formate hydrogenlyase transcriptional activator,CDS,Formate hydrogenlyase transcriptional activator
DH5a_AziR_reorientated_DnaA,1273136,1273550,<=,Hydrogenase-4 maturation protease,CDS,Hydrogenase-4 maturation protease
DH5a_AziR_reorientated_DnaA,1273542,1274301,<=,Hydrogenase-4 component I,CDS,Hydrogenase-4 component I
DH5a_AziR_reorientated_DnaA,1274297,1274843,<=,Hydrogenase-4 component H,CDS,Hydrogenase-4 component H
DH5a_AziR_reorientated_DnaA,1274852,1276520,<=,Hydrogenase-4 component G,CDS,Hydrogenase-4 component G
DH5a_AziR_reorientated_DnaA,1276509,1278090,<=,Hydrogenase-4 component F,CDS,Hydrogenase-4 component F
DH5a_AziR_reorientated_DnaA,1278094,1278745,<=,Hydrogenase-4 component E,CDS,Hydrogenase-4 component E
DH5a_AziR_reorientated_DnaA,1278756,1280196,<=,Hydrogenase-4 component D,CDS,Hydrogenase-4 component D
DH5a_AziR_reorientated_DnaA,1280212,1281160,<=,Hydrogenase-4 component C,CDS,Hydrogenase-4 component C
DH5a_AziR_reorientated_DnaA,1281170,1283189,<=,Hydrogenase-4 component B,CDS,Hydrogenase-4 component B
DH5a_AziR_reorientated_DnaA,1283188,1283806,<=,Hydrogenase-4 component A,CDS,Hydrogenase-4 component A
DH5a_AziR_reorientated_DnaA,1284058,1284529,<=,"Thiol peroxidase, Bcp-type",CDS,"Thiol peroxidase, Bcp-type (EC 1.11.1.15)"
DH5a_AziR_reorientated_DnaA,1284528,1285101,<=,Glycine cleavage system transcriptional antiact,CDS,Glycine cleavage system transcriptional antiactivator GcvR
DH5a_AziR_reorientated_DnaA,1285246,1286125,=>,4-hydroxy-tetrahydrodipicolinate synthase,CDS,4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)
DH5a_AziR_reorientated_DnaA,1286141,1287176,=>,Outer membrane beta-barrel assembly protein BamC,CDS,Outer membrane beta-barrel assembly protein BamC
DH5a_AziR_reorientated_DnaA,1287388,1288102,=>,Phosphoribosylaminoimidazole-succinocarboxamide,CDS,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)
DH5a_AziR_reorientated_DnaA,1288269,1289133,=>,"YpfJ protein, zinc metalloprotease superfamily",CDS,"YpfJ protein, zinc metalloprotease superfamily"
DH5a_AziR_reorientated_DnaA,1289147,1291163,=>,tRNA cytosine,CDS,tRNA cytosine(34) acetyltransferase (EC 2.3.1.193)
DH5a_AziR_reorientated_DnaA,1291236,1291935,=>,Esterase YpfH,CDS,Esterase YpfH
DH5a_AziR_reorientated_DnaA,1292044,1292245,<=,UPF0370 protein YpfN,CDS,UPF0370 protein YpfN
DH5a_AziR_reorientated_DnaA,1292272,1293400,<=,"N-succinyl-L,L-diaminopimelate desuccinylase",CDS,"N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)"
DH5a_AziR_reorientated_DnaA,1293403,1293760,<=,FIG138056: a glutathione-dependent thiol reductase,CDS,FIG138056: a glutathione-dependent thiol reductase
DH5a_AziR_reorientated_DnaA,1294298,1297412,<=,"Aminoglycosides efflux system AcrAD-TolC, inner",CDS,"Aminoglycosides efflux system AcrAD-TolC, inner-membrane proton/drug antiporter AcrD (RND type)"
DH5a_AziR_reorientated_DnaA,1297575,1299276,<=,Nitrate/nitrite sensor protein NarQ,CDS,Nitrate/nitrite sensor protein NarQ
DH5a_AziR_reorientated_DnaA,1299481,1301461,=>,Protein AegA,CDS,Protein AegA
DH5a_AziR_reorientated_DnaA,1301528,1302104,=>,GDP-mannose pyrophosphatase NudK,CDS,GDP-mannose pyrophosphatase NudK
DH5a_AziR_reorientated_DnaA,1302229,1303273,=>,DUF1176 domain-containing protein,CDS,DUF1176 domain-containing protein
DH5a_AziR_reorientated_DnaA,1303367,1305371,<=,Transketolase,CDS,Transketolase (EC 2.2.1.1)
DH5a_AziR_reorientated_DnaA,1305390,1306341,<=,Transaldolase,CDS,Transaldolase (EC 2.2.1.2)
DH5a_AziR_reorientated_DnaA,1306629,1308909,=>,NADP-dependent malic enzyme,CDS,NADP-dependent malic enzyme (EC 1.1.1.40)
DH5a_AziR_reorientated_DnaA,1309201,1309537,=>,Ethanolamine utilization polyhedral-body-like p,CDS,Ethanolamine utilization polyhedral-body-like protein EutS
DH5a_AziR_reorientated_DnaA,1309549,1310029,=>,Ethanolamine utilization protein EutP,CDS,Ethanolamine utilization protein EutP
DH5a_AziR_reorientated_DnaA,1310003,1310705,=>,Ethanolamine utilization protein EutQ,CDS,Ethanolamine utilization protein EutQ
DH5a_AziR_reorientated_DnaA,1310701,1311505,=>,ATP:Cob,CDS,"ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17) @ ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17), ethanolamine utilization"
DH5a_AziR_reorientated_DnaA,1311501,1312518,=>,Phosphate acetyltransferase,CDS,"Phosphate acetyltransferase (EC 2.3.1.8), ethanolamine utilization-specific"
DH5a_AziR_reorientated_DnaA,1312556,1312850,=>,Ethanolamine utilization polyhedral-body-like p,CDS,Ethanolamine utilization polyhedral-body-like protein EutM
DH5a_AziR_reorientated_DnaA,1312956,1313244,=>,Ethanolamine utilization polyhedral-body-like p,CDS,Ethanolamine utilization polyhedral-body-like protein EutN
DH5a_AziR_reorientated_DnaA,1313255,1314659,=>,Acetaldehyde dehydrogenase,CDS,"Acetaldehyde dehydrogenase (EC 1.2.1.10) @ Acetaldehyde dehydrogenase (EC 1.2.1.10), ethanolamine utilization cluster"
DH5a_AziR_reorientated_DnaA,1314669,1315506,=>,Ethanolamine utilization protein EutJ,CDS,Ethanolamine utilization protein EutJ
DH5a_AziR_reorientated_DnaA,1315495,1316683,=>,Ethanolamine utilization protein EutG,CDS,Ethanolamine utilization protein EutG
DH5a_AziR_reorientated_DnaA,1316899,1318126,=>,Ethanolamine permease,CDS,Ethanolamine permease
DH5a_AziR_reorientated_DnaA,1318122,1319526,=>,Ethanolamine utilization protein EutA,CDS,Ethanolamine utilization protein EutA
DH5a_AziR_reorientated_DnaA,1319537,1320899,=>,Ethanolamine ammonia-lyase heavy chain,CDS,Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)
DH5a_AziR_reorientated_DnaA,1320919,1321807,=>,Ethanolamine ammonia-lyase light chain,CDS,Ethanolamine ammonia-lyase light chain (EC 4.3.1.7)
DH5a_AziR_reorientated_DnaA,1321816,1322476,=>,Ethanolamine utilization polyhedral-body-like p,CDS,Ethanolamine utilization polyhedral-body-like protein EutL
DH5a_AziR_reorientated_DnaA,1322488,1322989,=>,Ethanolamine utilization polyhedral-body-like p,CDS,Ethanolamine utilization polyhedral-body-like protein EutK
DH5a_AziR_reorientated_DnaA,1323034,1324087,=>,Ethanolamine operon regulatory protein,CDS,Ethanolamine operon regulatory protein
DH5a_AziR_reorientated_DnaA,1324092,1324992,<=,"Coproporphyrinogen III oxidase, aerobic",CDS,"Coproporphyrinogen III oxidase, aerobic (EC 1.3.3.3)"
DH5a_AziR_reorientated_DnaA,1324995,1325865,<=,N-acetylmuramoyl-L-alanine amidase,CDS,N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)
DH5a_AziR_reorientated_DnaA,1326078,1326504,=>,Acetyltransferase YpeA,CDS,Acetyltransferase YpeA
DH5a_AziR_reorientated_DnaA,1326490,1326940,=>,Inner membrane protein YfeZ,CDS,Inner membrane protein YfeZ
DH5a_AziR_reorientated_DnaA,1327000,1327576,=>,Predicted outer membrane lipoprotein YfeY,CDS,Predicted outer membrane lipoprotein YfeY
DH5a_AziR_reorientated_DnaA,1327671,1328571,=>,Predicted dye-decolorizing peroxidase,CDS,"Predicted dye-decolorizing peroxidase (DyP), YfeX-like subgroup"
DH5a_AziR_reorientated_DnaA,1328810,1330115,<=,UPF0214 protein YfeW,CDS,UPF0214 protein YfeW
DH5a_AziR_reorientated_DnaA,1330119,1331544,<=,"PTS system, N-acetylmuramic acid-specific IIB c",CDS,"PTS system, N-acetylmuramic acid-specific IIB component (EC 2.7.1.192) / PTS system, N-acetylmuramic acid-specific IIC component"
DH5a_AziR_reorientated_DnaA,1331547,1332444,<=,N-acetylmuramic acid 6-phosphate etherase,CDS,N-acetylmuramic acid 6-phosphate etherase (EC 4.2.1.126)
DH5a_AziR_reorientated_DnaA,1332607,1333465,=>,"Transcriptional regulator MurR, RpiR family",CDS,"Transcriptional regulator MurR, RpiR family"
DH5a_AziR_reorientated_DnaA,1333593,1334385,=>,Oxidoreductase UcpA,CDS,Oxidoreductase UcpA
DH5a_AziR_reorientated_DnaA,1334688,1335705,=>,Sulfate and thiosulfate binding protein CysP,CDS,Sulfate and thiosulfate binding protein CysP
DH5a_AziR_reorientated_DnaA,1335704,1336538,=>,Sulfate transport system permease protein CysT,CDS,Sulfate transport system permease protein CysT
DH5a_AziR_reorientated_DnaA,1336537,1337413,=>,Sulfate transport system permease protein CysW,CDS,Sulfate transport system permease protein CysW
DH5a_AziR_reorientated_DnaA,1337402,1338500,=>,Sulfate and thiosulfate import ATP-binding prot,CDS,Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25)
DH5a_AziR_reorientated_DnaA,1338633,1339545,=>,Cysteine synthase B,CDS,Cysteine synthase B (EC 2.5.1.47)
DH5a_AziR_reorientated_DnaA,1339733,1340468,<=,Molybdate metabolism regulator,CDS,Molybdate metabolism regulator
DH5a_AziR_reorientated_DnaA,1340500,1340875,<=,Uncharacterized protein YfeK,CDS,Uncharacterized protein YfeK
DH5a_AziR_reorientated_DnaA,1340979,1341831,=>,Pyridoxal kinase,CDS,Pyridoxal kinase (EC 2.7.1.35)
DH5a_AziR_reorientated_DnaA,1341873,1342383,<=,"PTS system, glucose-specific IIA component",CDS,"PTS system, glucose-specific IIA component (EC 2.7.1.199)"
DH5a_AziR_reorientated_DnaA,1342423,1344151,<=,Phosphoenolpyruvate-protein phosphotransferase,CDS,Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)
DH5a_AziR_reorientated_DnaA,1344195,1344453,<=,"Phosphotransferase system, phosphocarrier prote",CDS,"Phosphotransferase system, phosphocarrier protein HPr"
DH5a_AziR_reorientated_DnaA,1344836,1345808,<=,Cysteine synthase,CDS,Cysteine synthase (EC 2.5.1.47)
DH5a_AziR_reorientated_DnaA,1345992,1346754,<=,"Sulfate transporter, CysZ-type",CDS,"Sulfate transporter, CysZ-type"
DH5a_AziR_reorientated_DnaA,1346983,1347970,=>,Cell division protein ZipA,CDS,Cell division protein ZipA
DH5a_AziR_reorientated_DnaA,1348040,1350056,=>,DNA ligase,CDS,DNA ligase (NAD(+)) (EC 6.5.1.2)
DH5a_AziR_reorientated_DnaA,1350057,1350276,=>,Uncharacterized protein YpeB,CDS,Uncharacterized protein YpeB
DH5a_AziR_reorientated_DnaA,1350272,1351271,<=,Uncharacterized protein YfeH,CDS,Uncharacterized protein YfeH
DH5a_AziR_reorientated_DnaA,1351360,1352287,=>,"Transcriptional regulator YfeR, LysR family",CDS,"Transcriptional regulator YfeR, LysR family"
DH5a_AziR_reorientated_DnaA,1352325,1353090,<=,Uncharacterized outer membrane protein YfeN,CDS,Uncharacterized outer membrane protein YfeN
DH5a_AziR_reorientated_DnaA,1353338,1354172,=>,Xanthosine phosphorylase,CDS,Xanthosine phosphorylase (EC 2.4.2.1)
DH5a_AziR_reorientated_DnaA,1354231,1355488,=>,Xanthosine permease,CDS,Xanthosine permease
DH5a_AziR_reorientated_DnaA,1355540,1355699,=>,XapX-like protein,CDS,XapX-like protein
DH5a_AziR_reorientated_DnaA,1355739,1356624,=>,"Xanthosine operon regulatory protein XapR, LysR",CDS,"Xanthosine operon regulatory protein XapR, LysR family"
DH5a_AziR_reorientated_DnaA,1357409,1357541,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,1357544,1358960,=>,Glutamyl-tRNA synthetase,CDS,Glutamyl-tRNA synthetase (EC 6.1.1.17)
DH5a_AziR_reorientated_DnaA,1359011,1359404,<=,Uncharacterized protein yfeC,CDS,Uncharacterized protein yfeC
DH5a_AziR_reorientated_DnaA,1359405,1359765,<=,Uncharacterized protein yfeC,CDS,Uncharacterized protein yfeC
DH5a_AziR_reorientated_DnaA,1360384,1362574,=>,c-di-GMP phosphodiesterase,CDS,c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeA
DH5a_AziR_reorientated_DnaA,1362602,1363941,<=,IS421,CDS,IS421
DH5a_AziR_reorientated_DnaA,1362602,1362652,=>,IRL,insert,unknown
DH5a_AziR_reorientated_DnaA,1362610,1362751,<=,Mobile element protein,CDS,Mobile element protein
DH5a_AziR_reorientated_DnaA,1362773,1363886,<=,Transposase InsL for insertion sequence element,CDS,Transposase InsL for insertion sequence element IS186
DH5a_AziR_reorientated_DnaA,1363891,1363941,=>,IRR,insert,unknown
DH5a_AziR_reorientated_DnaA,1363972,1365175,<=,Na+ dependent nucleoside transporter NupC,CDS,Na+ dependent nucleoside transporter NupC
DH5a_AziR_reorientated_DnaA,1365510,1366749,=>,Manganese transport protein MntH,CDS,Manganese transport protein MntH
DH5a_AziR_reorientated_DnaA,1366889,1367216,<=,Uncharacterized protein YpeC,CDS,Uncharacterized protein YpeC
DH5a_AziR_reorientated_DnaA,1367330,1368587,<=,Chloride channel protein,CDS,Chloride channel protein
DH5a_AziR_reorientated_DnaA,1368790,1369756,=>,Glucokinase,CDS,Glucokinase (EC 2.7.1.2)
DH5a_AziR_reorientated_DnaA,1369974,1370301,=>,"PTS system, fructose-like IIB component FryB",CDS,"PTS system, fructose-like IIB component FryB"
DH5a_AziR_reorientated_DnaA,1370322,1371570,=>,"PTS system, fructose-like IIC component FryC",CDS,"PTS system, fructose-like IIC component FryC"
DH5a_AziR_reorientated_DnaA,1371584,1372670,=>,Aminopeptidase YpdF,CDS,"Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)"
DH5a_AziR_reorientated_DnaA,1372669,1373707,=>,Nondeblocking aminopeptidase YpdE,CDS,Nondeblocking aminopeptidase YpdE (X-X-[^PR]- specific)
DH5a_AziR_reorientated_DnaA,1373731,1376227,=>,Phosphoenolpyruvate-protein phosphotransferase,CDS,Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)
DH5a_AziR_reorientated_DnaA,1376229,1377087,<=,"Uncharacterized transcriptional regulator YpdC,",CDS,"Uncharacterized transcriptional regulator YpdC, AraC family"
DH5a_AziR_reorientated_DnaA,1377099,1377834,<=,Two-component transcriptional response regulato,CDS,Two-component transcriptional response regulator YpdB
DH5a_AziR_reorientated_DnaA,1377848,1379546,<=,Sensor histidine kinase YpdA,CDS,Sensor histidine kinase YpdA
DH5a_AziR_reorientated_DnaA,1379921,1381160,=>,Glutamate-pyruvate aminotransferase AlaC,CDS,Glutamate-pyruvate aminotransferase AlaC (EC 2.6.1.2)
DH5a_AziR_reorientated_DnaA,1381224,1381341,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,1381651,1382572,<=,Lipid A biosynthesis palmitoleoyltransferase,CDS,Lipid A biosynthesis palmitoleoyltransferase (EC 2.3.1.242)
DH5a_AziR_reorientated_DnaA,1382924,1383167,=>,Uncharacterized protein YfdY,CDS,Uncharacterized protein YfdY
DH5a_AziR_reorientated_DnaA,1383243,1383519,<=,Uncharacterized lipoprotein YpdI,CDS,Uncharacterized lipoprotein YpdI
DH5a_AziR_reorientated_DnaA,1383814,1384450,=>,Protein YfdX,CDS,Protein YfdX
DH5a_AziR_reorientated_DnaA,1384962,1386213,=>,Formyl-coenzyme A transferase,CDS,Formyl-coenzyme A transferase (EC 2.8.3.16)
DH5a_AziR_reorientated_DnaA,1386266,1387961,=>,Oxalyl-CoA decarboxylase,CDS,Oxalyl-CoA decarboxylase (EC 4.1.1.8)
DH5a_AziR_reorientated_DnaA,1388030,1388975,=>,Uncharacterized transporter YfdV,CDS,Uncharacterized transporter YfdV
DH5a_AziR_reorientated_DnaA,1389048,1390194,=>,YfdE protein,CDS,YfdE protein
DH5a_AziR_reorientated_DnaA,1390249,1393843,<=,Hybrid sensory histidine kinase in two-componen,CDS,Hybrid sensory histidine kinase in two-component regulatory system with EvgA
DH5a_AziR_reorientated_DnaA,1393847,1394462,<=,Positive transcription regulator EvgA,CDS,Positive transcription regulator EvgA
DH5a_AziR_reorientated_DnaA,1394877,1396041,=>,"Multidrug efflux system EmrKY-TolC, membrane fu",CDS,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK"
DH5a_AziR_reorientated_DnaA,1396040,1397579,=>,"Multidrug efflux system EmrKY-TolC, inner-membr",CDS,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)"
DH5a_AziR_reorientated_DnaA,1397686,1399015,<=,D-serine ammonia-lyase,CDS,D-serine ammonia-lyase (EC 4.3.1.18)
DH5a_AziR_reorientated_DnaA,1399032,1400370,<=,D-serine permease DsdX,CDS,D-serine permease DsdX
DH5a_AziR_reorientated_DnaA,1400587,1401523,=>,D-serine dehydratase transcriptional activator,CDS,D-serine dehydratase transcriptional activator
DH5a_AziR_reorientated_DnaA,1401706,1401907,<=,Gene 18 protein,CDS,Gene 18 protein
DH5a_AziR_reorientated_DnaA,1402038,1402344,<=,Uncharacterized protein YfdT,CDS,Uncharacterized protein YfdT
DH5a_AziR_reorientated_DnaA,1402343,1402706,<=,Phage EaE protein,CDS,Phage EaE protein
DH5a_AziR_reorientated_DnaA,1402696,1403233,<=,COG1896: Predicted hydrolases of HD superfamily,CDS,COG1896: Predicted hydrolases of HD superfamily
DH5a_AziR_reorientated_DnaA,1403360,1404185,<=,Uncharacterized protein YfdQ,CDS,Uncharacterized protein YfdQ
DH5a_AziR_reorientated_DnaA,1404250,1404613,<=,Uncharacterized protein YfdP,CDS,Uncharacterized protein YfdP
DH5a_AziR_reorientated_DnaA,1404647,1404821,=>,FIG00644878: hypothetical protein,CDS,FIG00644878: hypothetical protein
DH5a_AziR_reorientated_DnaA,1404970,1405339,=>,Phage DNA replication protein O,CDS,Phage DNA replication protein O
DH5a_AziR_reorientated_DnaA,1405335,1405830,=>,Uncharacterized protein YfdN,CDS,Uncharacterized protein YfdN
DH5a_AziR_reorientated_DnaA,1405829,1406105,=>,Phage DNA N-6-adenine methyltransferase,CDS,Phage DNA N-6-adenine methyltransferase
DH5a_AziR_reorientated_DnaA,1406079,1406673,=>,Putative uncharacterized protein YfdL,CDS,Putative uncharacterized protein YfdL
DH5a_AziR_reorientated_DnaA,1406699,1407140,=>,Tail fiber assembly protein,CDS,Tail fiber assembly protein
DH5a_AziR_reorientated_DnaA,1407111,1407414,<=,Tail fiber assembly protein,CDS,Tail fiber assembly protein
DH5a_AziR_reorientated_DnaA,1407754,1409086,<=,Uncharacterized protein YfdI,CDS,Uncharacterized protein YfdI
DH5a_AziR_reorientated_DnaA,1409082,1410003,<=,Bactoprenol glucosyl transferase,CDS,Bactoprenol glucosyl transferase
DH5a_AziR_reorientated_DnaA,1410514,1411708,<=,Putative prophage CPS-53 integrase,CDS,Putative prophage CPS-53 integrase
DH5a_AziR_reorientated_DnaA,1411983,1412916,<=,Inner membrane protein YfdC,CDS,Inner membrane protein YfdC
DH5a_AziR_reorientated_DnaA,1413209,1413965,=>,Outer-membrane-phospholipid-binding lipoprotein,CDS,Outer-membrane-phospholipid-binding lipoprotein MlaA
DH5a_AziR_reorientated_DnaA,1414146,1415205,<=,Uncharacterized protein YfdF,CDS,Uncharacterized protein YfdF
DH5a_AziR_reorientated_DnaA,1415570,1416911,<=,Long-chain fatty acid transport protein,CDS,Long-chain fatty acid transport protein
DH5a_AziR_reorientated_DnaA,1417282,1417567,=>,UPF0381 protein YfcZ,CDS,UPF0381 protein YfcZ
DH5a_AziR_reorientated_DnaA,1417747,1419058,=>,3-ketoacyl-CoA thiolase,CDS,3-ketoacyl-CoA thiolase (EC 2.3.1.16)
DH5a_AziR_reorientated_DnaA,1419057,1421202,=>,Enoyl-CoA hydratase,CDS,Enoyl-CoA hydratase (EC 4.2.1.17) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) / 3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)
DH5a_AziR_reorientated_DnaA,1421404,1421890,=>,Phosphohistidine phosphatase SixA,CDS,Phosphohistidine phosphatase SixA
DH5a_AziR_reorientated_DnaA,1422372,1422522,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,1422570,1423134,=>,Major fimbrial subunit StfA,CDS,Major fimbrial subunit StfA
DH5a_AziR_reorientated_DnaA,1423215,1424952,=>,Fimbriae usher protein StfC,CDS,Fimbriae usher protein StfC
DH5a_AziR_reorientated_DnaA,1424964,1425861,=>,Fimbriae usher protein StfC,CDS,Fimbriae usher protein StfC
DH5a_AziR_reorientated_DnaA,1425880,1426633,=>,Periplasmic fimbrial chaperone StfD,CDS,Periplasmic fimbrial chaperone StfD
DH5a_AziR_reorientated_DnaA,1426632,1427145,=>,Minor fimbrial subunit StfE,CDS,Minor fimbrial subunit StfE
DH5a_AziR_reorientated_DnaA,1427141,1427630,=>,Minor fimbrial subunit StfF,CDS,Minor fimbrial subunit StfF
DH5a_AziR_reorientated_DnaA,1427626,1428166,=>,Minor fimbrial subunit StfG,CDS,Minor fimbrial subunit StfG
DH5a_AziR_reorientated_DnaA,1428167,1428989,=>,Uncharacterized protein YadU in stf fimbrial cl,CDS,Uncharacterized protein YadU in stf fimbrial cluster
DH5a_AziR_reorientated_DnaA,1429059,1429611,<=,UPF0115 protein YfcN,CDS,UPF0115 protein YfcN
DH5a_AziR_reorientated_DnaA,1429776,1430709,=>,Ribosomal protein L3 N,CDS,Ribosomal protein L3 N(5)-glutamine methyltransferase (EC 2.1.1.298)
DH5a_AziR_reorientated_DnaA,1430743,1431829,=>,Chorismate synthase,CDS,Chorismate synthase (EC 4.2.3.5)
DH5a_AziR_reorientated_DnaA,1431832,1432657,=>,Penicillin-insensitive murein endopeptidase,CDS,Penicillin-insensitive murein endopeptidase
DH5a_AziR_reorientated_DnaA,1432656,1433466,=>,Transmembrane protein YfcA,CDS,Transmembrane protein YfcA
DH5a_AziR_reorientated_DnaA,1433465,1434014,=>,Translation elongation factor P Lys34 hydroxylase,CDS,Translation elongation factor P Lys34 hydroxylase
DH5a_AziR_reorientated_DnaA,1434047,1434326,=>,Uncharacterized protein YfcL,CDS,Uncharacterized protein YfcL
DH5a_AziR_reorientated_DnaA,1434446,1436453,<=,tRNA,CDS,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61) / FAD-dependent cmnm(5)s(2)U34 oxidoreductase
DH5a_AziR_reorientated_DnaA,1436611,1437832,=>,"3-oxoacyl-[acyl-carrier-protein] synthase, KASI",CDS,"3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)"
DH5a_AziR_reorientated_DnaA,1438096,1439275,=>,UPF0226 protein YfcJ,CDS,UPF0226 protein YfcJ
DH5a_AziR_reorientated_DnaA,1439271,1440267,<=,Flagellar regulator flk,CDS,Flagellar regulator flk
DH5a_AziR_reorientated_DnaA,1440365,1441502,=>,Erythronate-4-phosphate dehydrogenase,CDS,Erythronate-4-phosphate dehydrogenase (EC 1.1.1.290)
DH5a_AziR_reorientated_DnaA,1441567,1442581,=>,"Semialdehyde dehydrogenase, USG-1 protein",CDS,"Semialdehyde dehydrogenase, USG-1 protein"
DH5a_AziR_reorientated_DnaA,1442580,1443393,=>,tRNA pseudouridine,CDS,tRNA pseudouridine(38-40) synthase (EC 5.4.99.12)
DH5a_AziR_reorientated_DnaA,1443475,1444135,=>,DedA protein,CDS,DedA protein
DH5a_AziR_reorientated_DnaA,1444290,1445205,=>,Acetyl-coenzyme A carboxyl transferase beta chain,CDS,Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)
DH5a_AziR_reorientated_DnaA,1445274,1446543,=>,Dihydrofolate synthase,CDS,Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17)
DH5a_AziR_reorientated_DnaA,1446532,1447195,=>,Septum-associated cell division protein DedD,CDS,Septum-associated cell division protein DedD
DH5a_AziR_reorientated_DnaA,1447453,1447942,=>,Colicin V production protein,CDS,Colicin V production protein
DH5a_AziR_reorientated_DnaA,1447978,1449496,=>,Amidophosphoribosyltransferase,CDS,Amidophosphoribosyltransferase (EC 2.4.2.14)
DH5a_AziR_reorientated_DnaA,1449590,1450160,=>,Flavin prenyltransferase UbiX,CDS,Flavin prenyltransferase UbiX
DH5a_AziR_reorientated_DnaA,1450425,1451208,=>,Lysine-arginine-ornithine-binding ABC transport,CDS,"Lysine-arginine-ornithine-binding ABC transporter, substrate-binding protein ArgT (TC 3.A.1.3.1)"
DH5a_AziR_reorientated_DnaA,1451428,1452211,=>,"Histidine ABC transporter, substrate-binding pr",CDS,"Histidine ABC transporter, substrate-binding protein HisJ (TC 3.A.1.3.1)"
DH5a_AziR_reorientated_DnaA,1452300,1452987,=>,"Histidine ABC transporter, permease protein HisQ",CDS,"Histidine ABC transporter, permease protein HisQ (TC 3.A.1.3.1)"
DH5a_AziR_reorientated_DnaA,1452983,1453700,=>,"Histidine ABC transporter, permease protein HisM",CDS,"Histidine ABC transporter, permease protein HisM (TC 3.A.1.3.1)"
DH5a_AziR_reorientated_DnaA,1453707,1454481,=>,"Histidine ABC transporter, ATP-binding protein",CDS,"Histidine ABC transporter, ATP-binding protein HisP (TC 3.A.1.3.1)"
DH5a_AziR_reorientated_DnaA,1454677,1455568,=>,Uncharacterized protein YfcI,CDS,Uncharacterized protein YfcI
DH5a_AziR_reorientated_DnaA,1455615,1456509,<=,Cell division inhibitor Slr1223,CDS,"Cell division inhibitor Slr1223 (YfcH in EC), contains epimerase/dehydratase and DUF1731 domains"
DH5a_AziR_reorientated_DnaA,1456529,1456892,<=,"D-erythro-7,8-dihydroneopterin triphosphate epi",CDS,"D-erythro-7,8-dihydroneopterin triphosphate epimerase"
DH5a_AziR_reorientated_DnaA,1456948,1457596,<=,Probable glutathione S-transferase,CDS,"Probable glutathione S-transferase (EC 2.5.1.18), YfcG homolog"
DH5a_AziR_reorientated_DnaA,1457731,1458376,=>,Probable glutathione S-transferase,CDS,"Probable glutathione S-transferase (EC 2.5.1.18), YfcF homolog"
DH5a_AziR_reorientated_DnaA,1458431,1458983,=>,Phosphodiesterase YfcE,CDS,Phosphodiesterase YfcE
DH5a_AziR_reorientated_DnaA,1459040,1459583,=>,Uncharacterized Nudix hydrolase YfcD,CDS,Uncharacterized Nudix hydrolase YfcD
DH5a_AziR_reorientated_DnaA,1459615,1461094,<=,Uncharacterized protein YfcC,CDS,Uncharacterized protein YfcC
DH5a_AziR_reorientated_DnaA,1461325,1463470,<=,BioD-like N-terminal domain / Phosphate acetylt,CDS,BioD-like N-terminal domain / Phosphate acetyltransferase (EC 2.3.1.8)
DH5a_AziR_reorientated_DnaA,1463544,1464747,<=,Acetate kinase,CDS,Acetate kinase (EC 2.7.2.1)
DH5a_AziR_reorientated_DnaA,1464884,1465016,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,1465084,1465540,=>,UPF0208 membrane protein YfbV,CDS,UPF0208 membrane protein YfbV
DH5a_AziR_reorientated_DnaA,1465622,1466117,=>,UPF0304 protein yfbU,CDS,UPF0304 protein yfbU
